year,category,film,nominee,character_name,is_winner
1982,Actor -- Supporting Role,The Best Little Whorehouse in Texas,Charles Durning,The Governor,FALSE
1982,Actor -- Supporting Role,,Louis Gossett,,An Officer and a Gentleman {'Sgt. Emil Foley'}
1982,Actor -- Supporting Role,The World According to Garp,John Lithgow,Roberta Muldoon,FALSE
1982,Actor -- Supporting Role,The Verdict,James Mason,Edward Concannon,FALSE
1982,Actor -- Supporting Role,Victor/Victoria,Robert Preston,Toddy,FALSE
1982,Actress -- Leading Role,Victor/Victoria,Julie Andrews,Victor/Victoria,FALSE
1982,Actress -- Leading Role,Frances,Jessica Lange,Frances Farmer,FALSE
1982,Actress -- Leading Role,Missing,Sissy Spacek,Beth Horman,FALSE
1982,Actress -- Leading Role,Sophie's Choice,Meryl Streep,Sophie,TRUE
1982,Actress -- Leading Role,An Officer and a Gentleman,Debra Winger,Paula Pokrifki,FALSE
1982,Actress -- Supporting Role,The World According to Garp,Glenn Close,Jenny Fields,FALSE
1982,Actress -- Supporting Role,Tootsie,Teri Garr,Sandy Lester,FALSE
1982,Actress -- Supporting Role,Tootsie,Jessica Lange,Julie Nichols,TRUE
1982,Actress -- Supporting Role,Frances,Kim Stanley,Lillian Farmer,FALSE
1982,Actress -- Supporting Role,Victor/Victoria,Lesley Ann Warren,Norma,FALSE
1982,Directing,Das Boot,"",,FALSE
1982,Directing,E.T. The Extra-Terrestrial,"",,FALSE
1982,Directing,Gandhi,"",,TRUE
1982,Directing,Tootsie,"",,FALSE
1982,Directing,The Verdict,"",,FALSE
1981,Actor -- Leading Role,Reds,Warren Beatty,John 'Jack' Reed,FALSE
1981,Actor -- Leading Role,,Henry Fonda,, Jr.'}
1981,Actor -- Leading Role,Atlantic City,Burt Lancaster,Lou,FALSE
1981,Actor -- Leading Role,Arthur,Dudley Moore,Arthur Bach,FALSE
1981,Actor -- Leading Role,Absence of Malice,Paul Newman,Michael Gallagher,FALSE
1981,Actor -- Supporting Role,Only When I Laugh,James Coco,Jimmy Perry,FALSE
1981,Actor -- Supporting Role,Arthur,John Gielgud,Hobson,TRUE
1981,Actor -- Supporting Role,Chariots of Fire,Ian Holm,Sam Mussabini,FALSE
1981,Actor -- Supporting Role,Reds,Jack Nicholson,Eugene O'Neill,FALSE
1981,Actor -- Supporting Role,,Howard E. Rollins,,Ragtime {'Coalhouse Walker
1981,Actress -- Leading Role,On Golden Pond,Katharine Hepburn,Ethel Thayer,TRUE
1981,Actress -- Leading Role,Reds,Diane Keaton,Louise Bryant,FALSE
1981,Actress -- Leading Role,Only When I Laugh,Marsha Mason,Georgia,FALSE
1981,Actress -- Leading Role,Atlantic City,Susan Sarandon,Sally,FALSE
1981,Actress -- Leading Role,The French Lieutenant's Woman,Meryl Streep,Sara Woodruff/Anna,FALSE
1981,Actress -- Supporting Role,Absence of Malice,Melinda Dillon,Teresa,FALSE
1981,Actress -- Supporting Role,On Golden Pond,Jane Fonda,Chelsea Thayer Wayne,FALSE
1981,Actress -- Supporting Role,Only When I Laugh,Joan Hackett,Toby Landau,FALSE
1981,Actress -- Supporting Role,Ragtime,Elizabeth McGovern,Evelyn Nesbit,FALSE
1981,Actress -- Supporting Role,Reds,Maureen Stapleton,Emma Goldman,TRUE
1981,Directing,Atlantic City,"",,FALSE
1981,Directing,Chariots of Fire,"",,FALSE
1981,Directing,On Golden Pond,"",,FALSE
1981,Directing,Raiders of the Lost Ark,"",,FALSE
1981,Directing,Reds,"",,TRUE
1980,Actor -- Leading Role,Raging Bull,Robert De Niro,Jake LaMotta,TRUE
1980,Actor -- Leading Role,The Great Santini,Robert Duvall,Bull Meechum,FALSE
1980,Actor -- Leading Role,The Elephant Man,John Hurt,John Merrick,FALSE
1980,Actor -- Leading Role,Tribute,Jack Lemmon,Scottie Templeton,FALSE
1980,Actor -- Leading Role,The Stunt Man,Peter O'Toole,Eli Cross,FALSE
1980,Actor -- Supporting Role,Ordinary People,Judd Hirsch,Dr. Berger,FALSE
1980,Actor -- Supporting Role,Ordinary People,Timothy Hutton,Conrad Jarrett,TRUE
1980,Actor -- Supporting Role,The Great Santini,Michael O'Keefe,Ben Meechum,FALSE
1980,Actor -- Supporting Role,Raging Bull,Joe Pesci,Joey LaMotta,FALSE
1980,Actor -- Supporting Role,Melvin and Howard,Jason Robards,Howard Hughes,FALSE
1980,Actress -- Leading Role,Resurrection,Ellen Burstyn,Edna May,FALSE
1980,Actress -- Leading Role,Private Benjamin,Goldie Hawn,Judy Benjamin,FALSE
1980,Actress -- Leading Role,Ordinary People,Mary Tyler Moore,Beth Jarrett,FALSE
1980,Actress -- Leading Role,Gloria,Gena Rowlands,Gloria Swenson,FALSE
1980,Actress -- Leading Role,Coal Miner's Daughter,Sissy Spacek,Loretta Lynn,TRUE
1980,Actress -- Supporting Role,Private Benjamin,Eileen Brennan,Captain Doreen Lewis,FALSE
1980,Actress -- Supporting Role,Resurrection,Eva Le Gallienne,Grandma Pearl,FALSE
1980,Actress -- Supporting Role,Raging Bull,Cathy Moriarty,Vicki LaMotta,FALSE
1980,Actress -- Supporting Role,Inside Moves,Diana Scarwid,Louise,FALSE
1980,Actress -- Supporting Role,Melvin and Howard,Mary Steenburgen,Lynda Dummar,TRUE
1980,Directing,The Elephant Man,"",,FALSE
1980,Directing,Ordinary People,"",,TRUE
1980,Directing,Raging Bull,"",,FALSE
1980,Directing,The Stunt Man,"",,FALSE
1980,Directing,Tess,"",,FALSE
1979,Actor -- Leading Role,Kramer vs. Kramer,Dustin Hoffman,Ted Kramer,TRUE
1979,Actor -- Leading Role,The China Syndrome,Jack Lemmon,Jack Godell,FALSE
1979,Actor -- Leading Role,...And Justice for All,Al Pacino,Arthur Kirkland,FALSE
1979,Actor -- Leading Role,All That Jazz,Roy Scheider,Joe Gideon,FALSE
1979,Actor -- Leading Role,,Peter Sellers,, the gardener (aka Chauncey Gardiner)'}
1979,Actor -- Supporting Role,Being There,Melvyn Douglas,Benjamin Rand,TRUE
1979,Actor -- Supporting Role,Apocalypse Now,Robert Duvall,Lieutenant Colonel Kilgore,FALSE
1979,Actor -- Supporting Role,The Rose,Frederic Forrest,Dyer,FALSE
1979,Actor -- Supporting Role,Kramer vs. Kramer,Justin Henry,Billy Kramer,FALSE
1979,Actor -- Supporting Role,The Black Stallion,Mickey Rooney,Henry Dailey,FALSE
1979,Actress -- Leading Role,Starting Over,Jill Clayburgh,Marilyn Homberg,FALSE
1979,Actress -- Leading Role,Norma Rae,Sally Field,Norma Rae,TRUE
1979,Actress -- Leading Role,The China Syndrome,Jane Fonda,Kimberly Wells,FALSE
1979,Actress -- Leading Role,Chapter Two,Marsha Mason,Jennie MacLaine,FALSE
1979,Actress -- Leading Role,The Rose,Bette Midler,Rose,FALSE
1979,Actress -- Supporting Role,Kramer vs. Kramer,Jane Alexander,Margaret Phelps,FALSE
1979,Actress -- Supporting Role,Breaking Away,Barbara Barrie,Mrs. Stohler,FALSE
1979,Actress -- Supporting Role,Starting Over,Candice Bergen,Jessica Potter,FALSE
1979,Actress -- Supporting Role,Manhattan,Mariel Hemingway,Tracy,FALSE
1979,Actress -- Supporting Role,Kramer vs. Kramer,Meryl Streep,Joanna Kramer,TRUE
1979,Directing,All That Jazz,"",,FALSE
1979,Directing,Apocalypse Now,"",,FALSE
1979,Directing,Breaking Away,"",,FALSE
1979,Directing,Kramer vs. Kramer,"",,TRUE
1979,Directing,La Cage aux Folles,"",,FALSE
1978,Actor -- Leading Role,,Warren Beatty,, Leo Farnsworth
1978,Actor -- Leading Role,The Buddy Holly Story,Gary Busey,Buddy Holly,FALSE
1978,Actor -- Leading Role,The Deer Hunter,Robert De Niro,Michael,FALSE
1978,Actor -- Leading Role,The Boys from Brazil,Laurence Olivier,Ezra Lieberman,FALSE
1978,Actor -- Leading Role,Coming Home,Jon Voight,Luke Martin,TRUE
1978,Actor -- Supporting Role,Coming Home,Bruce Dern,Captain Bob Hyde,FALSE
1978,Actor -- Supporting Role,Comes a Horseman,Richard Farnsworth,Dodger,FALSE
1978,Actor -- Supporting Role,Midnight Express,John Hurt,Max,FALSE
1978,Actor -- Supporting Role,The Deer Hunter,Christopher Walken,Nick,TRUE
1978,Actor -- Supporting Role,Heaven Can Wait,Jack Warden,Max Corkle,FALSE
1978,Actress -- Leading Role,Autumn Sonata,Ingrid Bergman,Charlotte Andergast,FALSE
1978,Actress -- Leading Role,,Ellen Burstyn,, Next Year {'Doris'}
1978,Actress -- Leading Role,An Unmarried Woman,Jill Clayburgh,Erica,FALSE
1978,Actress -- Leading Role,Coming Home,Jane Fonda,Sally Hyde,TRUE
1978,Actress -- Leading Role,Interiors,Geraldine Page,Eve,FALSE
1978,Actress -- Supporting Role,Heaven Can Wait,Dyan Cannon,Julia Farnsworth,FALSE
1978,Actress -- Supporting Role,Coming Home,Penelope Milford,Viola Munson,FALSE
1978,Actress -- Supporting Role,California Suite,Maggie Smith,Diana Barrie,TRUE
1978,Actress -- Supporting Role,Interiors,Maureen Stapleton,Pearl,FALSE
1978,Actress -- Supporting Role,The Deer Hunter,Meryl Streep,Linda,FALSE
1978,Directing,Coming Home,"",,FALSE
1978,Directing,The Deer Hunter,"",,TRUE
1978,Directing,Heaven Can Wait,"",, Buck Henry
1978,Directing,Interiors,"",,FALSE
1978,Directing,Midnight Express,"",,FALSE
1977,Actor -- Leading Role,Annie Hall,Woody Allen,Alvy Singer,FALSE
1977,Actor -- Leading Role,Equus,Richard Burton,Dr. Martin Dysart,FALSE
1977,Actor -- Leading Role,The Goodbye Girl,Richard Dreyfuss,Elliot Garfield,TRUE
1977,Actor -- Leading Role,A Special Day,Marcello Mastroianni,Gabriele,FALSE
1977,Actor -- Leading Role,Saturday Night Fever,John Travolta,Tony Manero,FALSE
1977,Actor -- Supporting Role,The Turning Point,Mikhail Baryshnikov,Yuri Kopeikine,FALSE
1977,Actor -- Supporting Role,Equus,Peter Firth,Alan Strang,FALSE
1977,Actor -- Supporting Role,Star Wars,Alec Guinness,Ben 'Obi-Wan' Kenobi,FALSE
1977,Actor -- Supporting Role,Julia,Jason Robards,Dashiell Hammett,TRUE
1977,Actor -- Supporting Role,Julia,Maximilian Schell,Johann,FALSE
1977,Actress -- Leading Role,The Turning Point,Anne Bancroft,Emma Jacklin,FALSE
1977,Actress -- Leading Role,Julia,Jane Fonda,Lillian Hellman,FALSE
1977,Actress -- Leading Role,Annie Hall,Diane Keaton,Annie Hall,TRUE
1977,Actress -- Leading Role,The Turning Point,Shirley MacLaine,Deedee Rodgers,FALSE
1977,Actress -- Leading Role,The Goodbye Girl,Marsha Mason,Paula McFadden,FALSE
1977,Actress -- Supporting Role,The Turning Point,Leslie Browne,Emilia Rodgers,FALSE
1977,Actress -- Supporting Role,The Goodbye Girl,Quinn Cummings,Lucy McFadden,FALSE
1977,Actress -- Supporting Role,Close Encounters of the Third Kind,Melinda Dillon,Jillian Guiler,FALSE
1977,Actress -- Supporting Role,Julia,Vanessa Redgrave,Julia,TRUE
1977,Actress -- Supporting Role,Looking for Mr. Goodbar,Tuesday Weld,Katherine Dunn,FALSE
1977,Directing,Annie Hall,"",,TRUE
1977,Directing,Close Encounters of the Third Kind,"",,FALSE
1977,Directing,Julia,"",,FALSE
1977,Directing,Star Wars,"",,FALSE
1977,Directing,The Turning Point,"",,FALSE
1976,Actor -- Leading Role,Taxi Driver,Robert De Niro,Travis Bickle,FALSE
1976,Actor -- Leading Role,Network,Peter Finch,Howard Beale,TRUE
1976,Actor -- Leading Role,Seven Beauties,Giancarlo Giannini,Pasqualino Frafuso,FALSE
1976,Actor -- Leading Role,Network,William Holden,Max Schumacher,FALSE
1976,Actor -- Leading Role,Rocky,Sylvester Stallone,Rocky Balboa,FALSE
1976,Actor -- Supporting Role,Network,Ned Beatty,Arthur Jensen,FALSE
1976,Actor -- Supporting Role,Rocky,Burgess Meredith,Mickey,FALSE
1976,Actor -- Supporting Role,Marathon Man,Laurence Olivier,Szell,FALSE
1976,Actor -- Supporting Role,All the President's Men,Jason Robards,Ben Bradlee,TRUE
1976,Actor -- Supporting Role,Rocky,Burt Young,Paulie,FALSE
1976,Actress -- Leading Role,,Marie-Christine Barrault,, Cousine {'Marthe'}
1976,Actress -- Leading Role,Network,Faye Dunaway,Diana Christensen,TRUE
1976,Actress -- Leading Role,Rocky,Talia Shire,Adrian,FALSE
1976,Actress -- Leading Role,Carrie,Sissy Spacek,Carrie White,FALSE
1976,Actress -- Leading Role,Face to Face,Liv Ullmann,Dr. Jenny Isaksson,FALSE
1976,Actress -- Supporting Role,All the President's Men,Jane Alexander,The Bookkeeper,FALSE
1976,Actress -- Supporting Role,Taxi Driver,Jodie Foster,Iris,FALSE
1976,Actress -- Supporting Role,Voyage of the Damned,Lee Grant,Lilian Rosen,FALSE
1976,Actress -- Supporting Role,Carrie,Piper Laurie,Margaret White,FALSE
1976,Actress -- Supporting Role,Network,Beatrice Straight,Louise Schumacher,TRUE
1976,Directing,All the President's Men,"",,FALSE
1976,Directing,Face to Face,"",,FALSE
1976,Directing,Network,"",,FALSE
1976,Directing,Rocky,"",,TRUE
1976,Directing,Seven Beauties,"",,FALSE
1975,Actor -- Leading Role,The Sunshine Boys,Walter Matthau,Willy Clark,FALSE
1975,Actor -- Leading Role,One Flew over the Cuckoo's Nest,Jack Nicholson,Randle Patrick McMurphy,TRUE
1975,Actor -- Leading Role,Dog Day Afternoon,Al Pacino,Sonny,FALSE
1975,Actor -- Leading Role,The Man in the Glass Booth,Maximilian Schell,Arthur Goldman,FALSE
1975,Actor -- Leading Role,,James Whitmore,, Harry! {'Harry S. Truman'}
1975,Actor -- Supporting Role,The Sunshine Boys,George Burns,Al Lewis,TRUE
1975,Actor -- Supporting Role,One Flew over the Cuckoo's Nest,Brad Dourif,Billy Bibbit,FALSE
1975,Actor -- Supporting Role,The Day of the Locust,Burgess Meredith,Harry,FALSE
1975,Actor -- Supporting Role,Dog Day Afternoon,Chris Sarandon,Leon,FALSE
1975,Actor -- Supporting Role,Shampoo,Jack Warden,Lester Carr,FALSE
1975,Actress -- Leading Role,The Story of Adele H.,Isabelle Adjani,Adele Hugo,FALSE
1975,Actress -- Leading Role,Tommy,Ann-Margret,Nora Walker Hobbs,FALSE
1975,Actress -- Leading Role,One Flew over the Cuckoo's Nest,Louise Fletcher,Nurse Mildred Ratched,TRUE
1975,Actress -- Leading Role,Hedda,Glenda Jackson,Hedda Gabler,FALSE
1975,Actress -- Leading Role,Hester Street,Carol Kane,Gitl,FALSE
1975,Actress -- Supporting Role,Nashville,Ronee Blakley,Barbara Jean,FALSE
1975,Actress -- Supporting Role,Shampoo,Lee Grant,Felicia Karpf,TRUE
1975,Actress -- Supporting Role,,Sylvia Miles,, My Lovely {'Mrs. Florian'}
1975,Actress -- Supporting Role,Nashville,Lily Tomlin,Linnea Reese,FALSE
1975,Actress -- Supporting Role,Jacqueline Susann's Once Is Not Enough,Brenda Vaccaro,Linda,FALSE
1975,Directing,Amarcord,"",,FALSE
1975,Directing,Barry Lyndon,"",,FALSE
1975,Directing,Dog Day Afternoon,"",,FALSE
1975,Directing,Nashville,"",,FALSE
1975,Directing,One Flew over the Cuckoo's Nest,"",,TRUE
1974,Actor -- Leading Role,Harry and Tonto,Art Carney,Harry,TRUE
1974,Actor -- Leading Role,Murder on the Orient Express,Albert Finney,Hercule Poirot,FALSE
1974,Actor -- Leading Role,Lenny,Dustin Hoffman,Lenny Bruce,FALSE
1974,Actor -- Leading Role,Chinatown,Jack Nicholson,J. J. Gittes,FALSE
1974,Actor -- Leading Role,The Godfather Part II,Al Pacino,Michael Corleone,FALSE
1974,Actor -- Supporting Role,The Towering Inferno,Fred Astaire,Harlee Claiborne,FALSE
1974,Actor -- Supporting Role,Thunderbolt and Lightfoot,Jeff Bridges,Lightfoot,FALSE
1974,Actor -- Supporting Role,The Godfather Part II,Robert De Niro,Vito Corleone,TRUE
1974,Actor -- Supporting Role,The Godfather Part II,Michael V. Gazzo,Frankie Pentangeli,FALSE
1974,Actor -- Supporting Role,The Godfather Part II,Lee Strasberg,Hyman Roth,FALSE
1974,Actress -- Leading Role,Alice Doesn't Live Here Anymore,Ellen Burstyn,Alice Hyatt,TRUE
1974,Actress -- Leading Role,Claudine,Diahann Carroll,Claudine,FALSE
1974,Actress -- Leading Role,Chinatown,Faye Dunaway,Evelyn Cross Mulwray,FALSE
1974,Actress -- Leading Role,Lenny,Valerie Perrine,Honey Bruce,FALSE
1974,Actress -- Leading Role,A Woman under the Influence,Gena Rowlands,Mabel Longhetti,FALSE
1974,Actress -- Supporting Role,Murder on the Orient Express,Ingrid Bergman,Greta Ohlsson,TRUE
1974,Actress -- Supporting Role,Day for Night,Valentina Cortese,Severine,FALSE
1974,Actress -- Supporting Role,Blazing Saddles,Madeline Kahn,Lili Von Shtupp,FALSE
1974,Actress -- Supporting Role,Alice Doesn't Live Here Anymore,Diane Ladd,Flo,FALSE
1974,Actress -- Supporting Role,The Godfather Part II,Talia Shire,Connie Corleone,FALSE
1974,Directing,Chinatown,"",,FALSE
1974,Directing,Day for Night,"",,FALSE
1974,Directing,The Godfather Part II,"",,TRUE
1974,Directing,Lenny,"",,FALSE
1974,Directing,A Woman under the Influence,"",,FALSE
1973,Actor -- Leading Role,Last Tango in Paris,Marlon Brando,Paul,FALSE
1973,Actor -- Leading Role,Save the Tiger,Jack Lemmon,Harry Stoner,TRUE
1973,Actor -- Leading Role,The Last Detail,Jack Nicholson,Signalman First Class Buddusky,FALSE
1973,Actor -- Leading Role,Serpico,Al Pacino,Frank Serpico,FALSE
1973,Actor -- Leading Role,The Sting,Robert Redford,Johnny Hooker,FALSE
1973,Actor -- Supporting Role,Bang the Drum Slowly,Vincent Gardenia,Dutch Schnell,FALSE
1973,Actor -- Supporting Role,Save the Tiger,Jack Gilford,Phil Greene,FALSE
1973,Actor -- Supporting Role,The Paper Chase,John Houseman,Professor Kingsfield,TRUE
1973,Actor -- Supporting Role,The Exorcist,Jason Miller,Father Damian Karras,FALSE
1973,Actor -- Supporting Role,The Last Detail,Randy Quaid,Meadows,FALSE
1973,Actress -- Leading Role,The Exorcist,Ellen Burstyn,Chris MacNeil,FALSE
1973,Actress -- Leading Role,A Touch of Class,Glenda Jackson,Vicki Allessio,TRUE
1973,Actress -- Leading Role,Cinderella Liberty,Marsha Mason,Maggie Paul,FALSE
1973,Actress -- Leading Role,The Way We Were,Barbra Streisand,Katie Morosky,FALSE
1973,Actress -- Leading Role,,Joanne Woodward,, Winter Dreams {'Rita Walden'}
1973,Actress -- Supporting Role,The Exorcist,Linda Blair,Regan MacNeil,FALSE
1973,Actress -- Supporting Role,American Graffiti,Candy Clark,Debbie,FALSE
1973,Actress -- Supporting Role,Paper Moon,Madeline Kahn,Trixie Delight,FALSE
1973,Actress -- Supporting Role,Paper Moon,Tatum O'Neal,Addie Loggins,TRUE
1973,Actress -- Supporting Role,,Sylvia Sidney,, Winter Dreams {'Mrs. Pritchett'}
1973,Directing,American Graffiti,"",,FALSE
1973,Directing,Cries and Whispers,"",,FALSE
1973,Directing,The Exorcist,"",,FALSE
1973,Directing,Last Tango in Paris,"",,FALSE
1973,Directing,The Sting,"",,TRUE
1972,Actor -- Leading Role,The Godfather,Marlon Brando,Don Vito Corleone,TRUE
1972,Actor -- Leading Role,Sleuth,Michael Caine,Milo Tindale,FALSE
1972,Actor -- Leading Role,Sleuth,Laurence Olivier,Andrew Wyke,FALSE
1972,Actor -- Leading Role,,Peter O'Toole,, 14th Earl of Gurney'}
1972,Actor -- Leading Role,Sounder,Paul Winfield,Nathan Lee Morgan,FALSE
1972,Actor -- Supporting Role,The Heartbreak Kid,Eddie Albert,Mr. Corcoran,FALSE
1972,Actor -- Supporting Role,The Godfather,James Caan,Sonny Corleone,FALSE
1972,Actor -- Supporting Role,The Godfather,Robert Duvall,Tom Hagen,FALSE
1972,Actor -- Supporting Role,Cabaret,Joel Grey,The Master of Ceremonies,TRUE
1972,Actor -- Supporting Role,The Godfather,Al Pacino,Michael Corleone,FALSE
1972,Actress -- Leading Role,Cabaret,Liza Minnelli,Sally Bowles,TRUE
1972,Actress -- Leading Role,Lady Sings the Blues,Diana Ross,Billie Holiday,FALSE
1972,Actress -- Leading Role,Travels with My Aunt,Maggie Smith,Aunt Augusta,FALSE
1972,Actress -- Leading Role,Sounder,Cicely Tyson,Rebecca Morgan,FALSE
1972,Actress -- Leading Role,The Emigrants,Liv Ullmann,Kristina,FALSE
1972,Actress -- Supporting Role,The Heartbreak Kid,Jeannie Berlin,Lila,FALSE
1972,Actress -- Supporting Role,Butterflies Are Free,Eileen Heckart,Mrs. Baker,TRUE
1972,Actress -- Supporting Role,Pete 'n' Tillie,Geraldine Page,Gertrude,FALSE
1972,Actress -- Supporting Role,Fat City,Susan Tyrrell,Oma,FALSE
1972,Actress -- Supporting Role,The Poseidon Adventure,Shelley Winters,Belle Rosen,FALSE
1972,Directing,Cabaret,"",,TRUE
1972,Directing,Deliverance,"",,FALSE
1972,Directing,The Emigrants,"",,FALSE
1972,Directing,The Godfather,"",,FALSE
1972,Directing,Sleuth,"",,FALSE
1971,Actor -- Leading Role,Sunday Bloody Sunday,Peter Finch,Dr. Daniel Hirsh,FALSE
1971,Actor -- Leading Role,The French Connection,Gene Hackman,Jimmy 'Popeye' Doyle,TRUE
1971,Actor -- Leading Role,Kotch,Walter Matthau,Joseph P. Kotcher,FALSE
1971,Actor -- Leading Role,The Hospital,George C. Scott,Dr. Herbert Bock,FALSE
1971,Actor -- Leading Role,Fiddler on the Roof,Topol,Tevye,FALSE
1971,Actor -- Supporting Role,The Last Picture Show,Jeff Bridges,Duane Jackson,FALSE
1971,Actor -- Supporting Role,Fiddler on the Roof,Leonard Frey,Motel,FALSE
1971,Actor -- Supporting Role,Sometimes a Great Notion,Richard Jaeckel,Joe Ben Stamper,FALSE
1971,Actor -- Supporting Role,The Last Picture Show,Ben Johnson,Sam the Lion,TRUE
1971,Actor -- Supporting Role,The French Connection,Roy Scheider,Buddy Russo,FALSE
1971,Actress -- Leading Role,McCabe & Mrs. Miller,Julie Christie,Mrs. Constance Miller,FALSE
1971,Actress -- Leading Role,Klute,Jane Fonda,Bree Daniel,TRUE
1971,Actress -- Leading Role,Sunday Bloody Sunday,Glenda Jackson,Alex Greville,FALSE
1971,Actress -- Leading Role,,Vanessa Redgrave,, Queen of Scots {'Mary
1971,Actress -- Leading Role,Nicholas and Alexandra,Janet Suzman,Alexandra,FALSE
1971,Actress -- Supporting Role,Carnal Knowledge,Ann-Margret,Bobbie,FALSE
1971,Actress -- Supporting Role,The Last Picture Show,Ellen Burstyn,Lois Farrow,FALSE
1971,Actress -- Supporting Role,Who Is Harry Kellerman and Why Is He Saying Those Terrible Things about Me?,Barbara Harris,Allison,FALSE
1971,Actress -- Supporting Role,The Last Picture Show,Cloris Leachman,Ruth Popper,TRUE
1971,Actress -- Supporting Role,The Go-Between,Margaret Leighton,Mrs. Maudsley,FALSE
1971,Directing,A Clockwork Orange,"",,FALSE
1971,Directing,Fiddler on the Roof,"",,FALSE
1971,Directing,The French Connection,"",,TRUE
1971,Directing,The Last Picture Show,"",,FALSE
1971,Directing,Sunday Bloody Sunday,"",,FALSE
1970,Actor -- Leading Role,I Never Sang for My Father,Melvyn Douglas,Tom Garrison,FALSE
1970,Actor -- Leading Role,The Great White Hope,James Earl Jones,Jack Jefferson,FALSE
1970,Actor -- Leading Role,Five Easy Pieces,Jack Nicholson,Robert Eroica Dupea,FALSE
1970,Actor -- Leading Role,Love Story,Ryan O'Neal,Oliver Barrett IV,FALSE
1970,Actor -- Leading Role,,George C. Scott,, Jr.'}
1970,Actor -- Supporting Role,Lovers and Other Strangers,Richard Castellano,Frank Vecchio,FALSE
1970,Actor -- Supporting Role,Little Big Man,Chief Dan George,Old Lodge Skins,FALSE
1970,Actor -- Supporting Role,I Never Sang for My Father,Gene Hackman,Gene Garrison,FALSE
1970,Actor -- Supporting Role,Love Story,John Marley,Phil Cavilleri,FALSE
1970,Actor -- Supporting Role,Ryan's Daughter,John Mills,Michael,TRUE
1970,Actress -- Leading Role,The Great White Hope,Jane Alexander,Eleanor Bachman,FALSE
1970,Actress -- Leading Role,Women in Love,Glenda Jackson,Gudrun Brangwen,TRUE
1970,Actress -- Leading Role,Love Story,Ali MacGraw,Jenny Cavilleri,FALSE
1970,Actress -- Leading Role,Ryan's Daughter,Sarah Miles,Rosy Ryan,FALSE
1970,Actress -- Leading Role,Diary of a Mad Housewife,Carrie Snodgress,Tina Balser,FALSE
1970,Actress -- Supporting Role,Five Easy Pieces,Karen Black,Rayette Dipesto,FALSE
1970,Actress -- Supporting Role,The Landlord,Lee Grant,Mrs. Enders,FALSE
1970,Actress -- Supporting Role,Airport,Helen Hayes,Ada Quonsett,TRUE
1970,Actress -- Supporting Role,M*A*S*H,Sally Kellerman,Major Margaret 'Hot Lips' Houlihan,FALSE
1970,Actress -- Supporting Role,Airport,Maureen Stapleton,Inez Guerrero,FALSE
1970,Directing,Fellini Satyricon,"",,FALSE
1970,Directing,Love Story,"",,FALSE
1970,Directing,M*A*S*H,"",,FALSE
1970,Directing,Patton,"",,TRUE
1970,Directing,Women in Love,"",,FALSE
1969,Actor -- Leading Role,Anne of the Thousand Days,Richard Burton,King Henry VIII,FALSE
1969,Actor -- Leading Role,Midnight Cowboy,Dustin Hoffman,Ratso Rizzo,FALSE
1969,Actor -- Leading Role,,Peter O'Toole,, Mr. Chips {'Arthur Chipping'}
1969,Actor -- Leading Role,Midnight Cowboy,Jon Voight,Joe Buck,FALSE
1969,Actor -- Leading Role,True Grit,John Wayne,Rooster Cogburn,TRUE
1969,Actor -- Supporting Role,The Reivers,Rupert Crosse,Ned McCaslin,FALSE
1969,Actor -- Supporting Role,Bob & Carol & Ted & Alice,Elliott Gould,Ted Henderson,FALSE
1969,Actor -- Supporting Role,Easy Rider,Jack Nicholson,George Hanson,FALSE
1969,Actor -- Supporting Role,Anne of the Thousand Days,Anthony Quayle,Cardinal Wolsey,FALSE
1969,Actor -- Supporting Role,,Gig Young,, Don't They? {'Rocky'}
1969,Actress -- Leading Role,Anne of the Thousand Days,Genevieve Bujold,Anne Boleyn,FALSE
1969,Actress -- Leading Role,,Jane Fonda,, Don't They? {'Gloria Beatty'}
1969,Actress -- Leading Role,The Sterile Cuckoo,Liza Minnelli,Pookie Adams,FALSE
1969,Actress -- Leading Role,The Happy Ending,Jean Simmons,Mary Wilson,FALSE
1969,Actress -- Leading Role,The Prime of Miss Jean Brodie,Maggie Smith,Miss Jean Brodie,TRUE
1969,Actress -- Supporting Role,Last Summer,Catherine Burns,Rhoda,FALSE
1969,Actress -- Supporting Role,Bob & Carol & Ted & Alice,Dyan Cannon,Alice Henderson,FALSE
1969,Actress -- Supporting Role,Cactus Flower,Goldie Hawn,Toni Simmons,TRUE
1969,Actress -- Supporting Role,Midnight Cowboy,Sylvia Miles,Cass,FALSE
1969,Actress -- Supporting Role,,Susannah York,, Don't They? {'Alice'}
1969,Directing,Alice's Restaurant,"",,FALSE
1969,Directing,Butch Cassidy and the Sundance Kid,"",,FALSE
1969,Directing,Midnight Cowboy,"",,TRUE
1969,Directing,They Shoot Horses,"",,Sydney Pollack
1969,Directing,Z,"",,FALSE
1968,Actor -- Leading Role,The Heart Is a Lonely Hunter,Alan Arkin,Singer,FALSE
1968,Actor -- Leading Role,The Fixer,Alan Bates,Yakov Bok,FALSE
1968,Actor -- Leading Role,Oliver!,Ron Moody,Fagin,FALSE
1968,Actor -- Leading Role,The Lion in Winter,Peter O'Toole,King Henry II,FALSE
1968,Actor -- Leading Role,Charly,Cliff Robertson,Charly Gordon,TRUE
1968,Actor -- Supporting Role,The Subject Was Roses,Jack Albertson,John Cleary,TRUE
